"title","Street Tree Planting"
"copyright","Copyright (c) 2022 NYC Department of Parks and Recreation"
"link","http://nyc.gov/parks/treework"
"description","NYC Department of Parks and Recreation"
"language","en-us"
"lastBuildDate","2022-08-15 00:49:46"
"note","The raw data contained here may be displayed differently than what appears on the Tree Work Hub reports at nyc.gov/parks/treework, due to post-processing of the data to make it readable for the web (e.g. updated addresses, entries not displayed due to missing addresses, reformatted dates, etc.)."
"lng","lat","Borough","ZipCode","BuildingNumber","StreetName","FiscalYear","PlantingSpaceID","CommunityBoard","PlantingSeason","CityCouncil","TreeID","WOId","WOStatus","CompletedDate"
" -73.87658982","40.75648502","Queens","11372","33-07","91 STREET","0","6874094","403","05/31/2022","25","12539443","10460500","Completed","2022-02-24 00:00:00"
" -73.87815520","40.75631156","Queens","11372","89-19","NORTHERN BOULEVARD","0","6874093","403","05/31/2022","25","12539444","10460499","Completed","2022-02-24 00:00:00"
" -73.87829308","40.75630218","Queens","11372","89-17","NORTHERN BOULEVARD","0","6874092","403","05/31/2022","25","12539445","10460498","Completed","2022-02-24 00:00:00"
" -73.88367556","40.76330296","Queens","11370","25-01","85 STREET","0","6419576","403","05/31/2022","22","12539446","9366747","Completed","2022-02-24 00:00:00"
" -73.91989793","40.74630978","Queens","11104","41-15","44 STREET","0","2724308","402","05/31/2022","26","12539453","14822497","Completed","2022-02-24 00:00:00"
" -73.91991736","40.74621264","Queens","11104","41-15","44 STREET","0","2724307","402","05/31/2022","26","12539454","9406017","Completed","2022-02-24 00:00:00"
" -73.92002352","40.74568187","Queens","11104","41-41","44 STREET","0","2724303","402","05/31/2022","26","12539455","14822498","Completed","2022-02-24 00:00:00"
" -73.92187255","40.74523532","Queens","11104","42-004","43 AVENUE","0","8553670","402","05/31/2022","26","12539458","14823843","Completed","2022-02-24 00:00:00"
" -73.92175627","40.74522295","Queens","11104","42-06","43 AVENUE","0","6439230","402","05/31/2022","26","12539459","9406023","Completed","2022-02-24 00:00:00"
" -74.00503607","40.68413924","Brooklyn","11231","129","VAN BRUNT STREET ","0","7840479","306","05/31/2022","39","11509822","12970670","Completed","2021-04-23 00:00:00"
" -73.86153750","40.75076695","Queens","11368","104-014","39 AVENUE","0","8555821","403","05/31/2022","21","12528874","14829140","Completed","2022-02-21 00:00:00"
" -73.98687380","40.76500402","Manhattan","10019","350","WEST  53 STREET","0","6245806","104","05/31/2022","3","10295758","16197937","Not Completed",""
" -74.06911639","40.61263280","Staten Island","10305","91","VERMONT AVENUE ","0","2859557","501","05/31/2022","49","2625211","16844671","Completed","2022-05-20 00:00:00"
" -73.80980174","40.68399585","Queens","11420","133-03","111 AVENUE ","0","9009140","410","05/31/2022","28","0","16081975","Not Completed",""
" -73.80985105","40.68410653","Queens","11420","133-03","111 AVENUE ","0","9009142","410","05/31/2022","28","0","16081982","Not Completed",""
" -73.80983018","40.68405813","Queens","11420","133-03","111 AVENUE ","0","4956574","410","05/31/2022","28","0","16081974","Not Completed",""
" -73.82606138","40.67332366","Queens","11420","133-02","114 STREET","0","2725694","410","05/31/2022","32","0","14335752","Not Completed",""
" -73.82528620","40.66948412","Queens","11420","135-056","115 STREET","0","1782871","410","05/31/2022","32","0","15996528","Not Completed",""
" -73.81442774","40.67677910","Queens","11420","124-01","116 AVENUE","0","4146207","410","05/31/2022","28","0","16048007","Not Completed",""
" -73.82083573","40.66869686","Queens","11420","135-058","120 STREET","0","9092872","410","05/31/2022","32","0","16265774","Not Completed",""
" -73.80362088","40.66781004","Queens","11420","134-037","135 AVENUE","0","7775186","410","05/31/2022","28","0","12824182","Not Completed",""
" -73.84989503","40.65607160","Queens","11414","159-52","82 STREET","0","2731923","410","05/31/2022","32","0","15983429","Completed","2022-05-09 00:00:00"
" -73.82130245","40.66621757","Queens","11420","119-019","NORTH CONDUIT AVENUE","0","9091596","410","05/31/2022","32","0","16254633","Not Completed",""
" -73.84198301","40.67211785","Queens","11417","94-02","PITKIN AVENUE","0","5901987","410","05/31/2022","32","0","16007466","Not Completed",""
" -73.84119741","40.67224985","Queens","11417","94-20","PITKIN AVENUE ","0","4322970","410","05/31/2022","32","0","16007473","Not Completed",""
" -73.84117200","40.67215258","Queens","11417","94-20","PITKIN AVENUE","0","4954673","410","05/31/2022","32","0","16007472","Not Completed",""
" -73.82109070","40.67593389","Queens","11420","115-11","117 ST","0","9009136","410","05/31/2022","28","0","16081973","Not Completed",""
" -73.81842891","40.66877842","Queens","11420","135-43","122 ST","0","9078068","410","05/31/2022","32","0","16239672","Not Completed",""
" -73.81549104","40.67202302","Queens","11420","130-45","123 ST","0","9009139","410","05/31/2022","28","0","16081980","Not Completed",""
" -73.84603492","40.84548438","Bronx","10461","1520","JARRETT PL","0","9224052","211","05/31/2022","13","0","16592717","Not Completed",""
" -73.86231367","40.75968465","Queens","11369","106-18","32 AVENUE","0","6419562","403","05/31/2022","21","12528885","9366732","Completed","2022-02-21 00:00:00"
" -73.86226873","40.75944753","Queens","11369","32-12","107 STREET","0","6419563","403","05/31/2022","21","12528884","9366733","Completed","2022-02-21 00:00:00"
" -73.86225020","40.75931289","Queens","11369","32-20","107 STREET","0","6419564","403","05/31/2022","21","12529310","9366734","Completed","2022-02-21 00:00:00"
" -73.86222998","40.75924377","Queens","11369","32-20","107 STREET","0","6419565","403","05/31/2022","21","12529309","9366735","Completed","2022-02-21 00:00:00"
" -73.86218768","40.75901905","Queens","11369","32-30","107 STREET","0","6419566","403","05/31/2022","21","12528883","9366736","Completed","2022-02-21 00:00:00"
" -73.86211797","40.75863894","Queens","11369","32-42","107 STREET","0","6419570","403","05/31/2022","21","12528881","9366740","Completed","2022-02-21 00:00:00"
" -73.86209934","40.75855315","Queens","11369","32-46","107 STREET","0","6419571","403","05/31/2022","21","12528880","9366741","Completed","2022-02-21 00:00:00"
" -73.86208382","40.75848165","Queens","11369","32-48","107 STREET","0","6419572","403","05/31/2022","21","12528879","9366742","Completed","2022-02-21 00:00:00"
" -73.86205905","40.75833986","Queens","11369","32-54","107 STREET","0","6419573","403","05/31/2022","21","12528878","9366743","Completed","2022-02-21 00:00:00"
" -73.86205446","40.75828863","Queens","11369","32-56","107 STREET","0","6419574","403","05/31/2022","21","12528877","9366744","Completed","2022-02-21 00:00:00"
" -73.86218677","40.75968450","Queens","11369","106-018","32 AVENUE","0","8555820","403","05/31/2022","21","12528886","14829139","Completed","2022-02-21 00:00:00"
" -73.93633098","40.70939955","Brooklyn","11206","300","SCHOLES ST","0","9353512","301","05/31/2022","34","0","16916738","Not Completed",""
" -73.95162518","40.71473489","Brooklyn","11211","476","UNION AVENUE","0","8571123","301","05/31/2022","34","0","14882725","Not Completed",""
" -73.95238066","40.68156545","Brooklyn","11216","27","HALSEY ST","0","9324089","303","05/31/2022","36","0","16847226","Not Completed",""
" -73.94576040","40.82167135","Manhattan","10030","634","ST NICHOLAS AVENUE","0","2307541","109","05/31/2022","9","0","18221137","Not Completed",""
" -73.95182010","40.82424402","Manhattan","10031","3474","BROADWAY","0","721319","109","05/31/2022","7","0","18218684","Not Completed",""
" -73.95283238","40.82415503","Manhattan","10031","605","WEST 141 STREET","0","2341104","109","05/31/2022","7","0","18218686","Not Completed",""
" -73.95260221","40.82405776","Manhattan","10031","601","WEST 141 STREET","0","2341102","109","05/31/2022","7","0","18218683","Not Completed",""
" -73.93963195","40.82974814","Manhattan","10032","425","EDGECOMBE AVENUE","0","728511","109","05/31/2022","9","0","18255436","Not Completed",""
" -73.90362559","40.65742395","Brooklyn","11212","41","NEW LOTS AV","0","4981532","316","05/31/2022","42","0","16559696","Not Completed",""
" -73.90359895","40.65734490","Brooklyn","11212","41","NEW LOTS AVE","0","9206188","316","05/31/2022","42","0","16559697","Not Completed",""
" -73.95519153","40.74362002","Queens","11101","5-028","49 AVENUE","0","6235272","402","05/31/2022","26","12591604","8725182","Completed","2022-03-03 00:00:00"
" -73.77467192","40.59542071","Queens","11691","42-15","BEACH CHANNEL DRIVE","0","2736700","414","05/31/2022","31","2509428","17001493","Not Completed",""
" -73.77465962","40.59531821","Queens","11691","42-15","BEACH CHANNEL DRIVE","0","2736701","414","05/31/2022","31","2509429","16992767","Not Completed",""
" -73.77468746","40.59555027","Queens","11691","42-15","BEACH CHANNEL DRIVE","0","2736698","414","05/31/2022","31","2509426","17009624","Not Completed",""
" -73.77429214","40.59567946","Queens","11691","42-15","BEACH CHANNEL DRIVE","0","9389966","414","05/31/2022","31","12596507","17009629","Not Completed",""
" -73.77363378","40.59568679","Queens","11691","41-019","BEACH CHANNEL DRIVE","0","2736668","414","05/31/2022","31","2509396","17014739","Not Completed",""
" -73.78453552","40.59248748","Queens","11692","309","BEACH 54 STREET","0","9391294","414","05/31/2022","31","0","17014750","Not Completed",""
" -73.84192743","40.69697567","Queens","11418","86-17","106 STREET","0","6779845","409","05/31/2022","32","0","17036180","Not Completed",""
" -73.95133431","40.67779058","Brooklyn","11216","1237","PACIFIC STREET","0","6132228","308","05/31/2022","36","0","15956894","Not Completed",""
" -73.81143617","40.75287059","Queens","11355","148-33","KALMIA AVENUE","0","8923916","407","05/31/2022","20","0","15889816","Not Completed",""
" -73.81565677","40.74891373","Queens","11355","140-33","NEGUNDO AVENUE","0","3635783","407","05/31/2022","20","0","15917483","Completed","2022-05-18 00:00:00"
" -73.82925860","40.75833305","Queens","11355","41-01","KISSENA BOULEVARD","0","1578562","407","05/31/2022","20","1404797","15775863","Not Completed",""
" -73.83287778","40.76053926","Queens","11354","37-12","PRINCE STREET","0","8909206","407","05/31/2022","20","0","15842363","Completed","2022-05-18 00:00:00"
" -73.80134018","40.77546055","Queens","11357","24-020","163 STREET ","0","8918821","407","05/31/2022","19","0","15875562","Completed","2022-05-16 00:00:00"
" -73.82750483","40.77859999","Queens","11357","14-02","20 AVENUE ","0","1580354","407","05/31/2022","19","1406589","14539250","Completed","2022-05-09 00:00:00"
" -73.90573704","40.70303357","Queens","11385","754","ONDERDONK AVENUE","0","6460034","405","05/31/2022","34","0","9451180","Not Completed",""
" -73.90583946","40.70309151","Queens","11385","754","ONDERDONK AVENUE","0","4158057","405","05/31/2022","34","6059783","9451179","Not Completed",""
" -73.90640518","40.70212931","Queens","11385","761","SENECA AVENUE","0","3649917","405","05/31/2022","34","3358701","9451166","Completed","2022-05-27 00:00:00"
" -73.91014371","40.70148843","Queens","11385","1678","GATES AVENUE","0","4158059","405","05/31/2022","34","5127735","10254422","Completed","2022-05-23 00:00:00"
" -73.89690956","40.70622274","Queens","11385","66-084","FRESH POND ROAD","0","1599738","405","05/31/2022","30","12532082","7310551","Completed","2022-05-24 00:00:00"
" -73.90042954","40.70130705","Queens","11385","69-015","FOREST AVENUE","0","1211517","405","05/31/2022","30","1044932","10254446","Completed","2022-05-27 00:00:00"
" -74.24022420","40.53689374","Staten Island","10309","81","WINANT PLACE","0","409646","503","05/31/2022","51","0","763359","Not Completed",""
" -73.99643273","40.76587620","Manhattan","10019","674","12 AVENUE","0","704562","104","05/31/2022","3","570763","16205801","Not Completed",""
" -73.80677847","40.77398110","Queens","11354","157-003","26 AVENUE","0","8887082","407","05/31/2022","19","0","15793088","Completed","2022-05-16 00:00:00"
" -74.00768602","40.62362646","Brooklyn","11228","1183","72 ST","0","9270930","310","05/31/2022","43","0","16695854","Not Completed",""
" -74.00772511","40.62358640","Brooklyn","11228","1183","72 ST","0","9270928","310","05/31/2022","43","0","16695855","Not Completed",""
" -74.00813481","40.62319541","Brooklyn","11228","1183","73 ST","0","9270926","310","05/31/2022","43","0","16695857","Not Completed",""
" -74.17798317","40.54095782","Staten Island","10312","12","JEFFERSON BOULEVARD","0","2681512","503","05/31/2022","51","0","17172824","Not Completed",""
" -74.24016973","40.53687965","Staten Island","10309","81","WINANT PLACE","0","9444954","503","05/31/2022","51","0","17294404","Not Completed",""
" -73.91877259","40.84677383","Bronx","10453","1628","NELSON AVENUE","0","1627332","205","05/31/2022","14","1453567","10665827","Completed","2022-06-30 00:00:00"
" -73.95670526","40.71635444","Brooklyn","11211","575","DRIGGS AVENUE","0","8857532","301","05/31/2022","33","12663746","15716941","Completed","2022-03-21 00:00:00"
" -73.95935495","40.71141204","Brooklyn","11211","207","SOUTH  3 STREET","0","6620586","301","05/31/2022","34","12663747","9878384","Completed","2022-03-21 00:00:00"
" -73.95422837","40.70977637","Brooklyn","11211","323","SOUTH 2ND STREET","0","2632163","301","05/31/2022","34","12663748","15698982","Completed","2022-03-21 00:00:00"
" -73.95366057","40.71100617","Brooklyn","11211","407","KEAP STREET","0","8847795","301","05/31/2022","34","12663749","15693761","Completed","2022-03-21 00:00:00"
" -73.95144878","40.71099786","Brooklyn","11211","493","GRAND STREET","0","724185","301","05/31/2022","34","12663750","15683700","Completed","2022-03-21 00:00:00"
" -73.95197016","40.71182931","Brooklyn","11211","155","HOPE STREET","0","3432597","301","05/31/2022","34","12663752","15683791","Completed","2022-03-21 00:00:00"
" -73.91505827","40.69193167","Brooklyn","11221","468","CENTRAL AVENUE","0","6707454","304","05/31/2022","37","12663753","10077709","Completed","2022-03-21 00:00:00"
" -73.91500891","40.69198405","Brooklyn","11221","468","CENTRAL AVENUE","0","6707453","304","05/31/2022","37","12663754","10077708","Completed","2022-03-21 00:00:00"
" -73.90925534","40.68696137","Brooklyn","11207","1108","DECATUR STREET","0","6620470","304","05/31/2022","37","12664703","9860784","Completed","2022-03-21 00:00:00"
" -73.93878512","40.72595663","Brooklyn","11222","74","HAUSMAN STREET","0","713644","301","05/31/2022","33","12664704","12890546","Completed","2022-03-21 00:00:00"
" -73.94020467","40.72312654","Brooklyn","11222","6","SUTTON ST","0","7807518","301","05/31/2022","33","12663755","12893541","Completed","2022-03-21 00:00:00"
" -73.95903862","40.68604103","Brooklyn","11238","51","QUINCY STREET","0","4025831","303","05/31/2022","35","12663756","15241270","Completed","2022-03-22 00:00:00"
" -73.95740266","40.68312190","Brooklyn","11238","1","CLAVER PLACE","0","1598276","303","05/31/2022","35","12663757","15246820","Completed","2022-03-22 00:00:00"
" -73.95258348","40.68304412","Brooklyn","11216","121","JEFFERSON AVENUE","0","8663753","303","05/31/2022","36","12663758","15192741","Completed","2022-03-22 00:00:00"
" -73.91629200","40.67876723","Brooklyn","11233","1965","FULTON ST","0","4969212","316","05/31/2022","41","12663759","14571675","Completed","2022-03-22 00:00:00"
" -73.91694705","40.68204254","Brooklyn","11233","138","SARATOGA AVENUE","0","8468891","303","05/31/2022","41","12663760","14556074","Completed","2022-03-22 00:00:00"
" -73.93011211","40.69013645","Brooklyn","11221","103","MALCOLM X BLVD","0","8982546","303","05/31/2022","36","12664705","16014289","Completed","2022-03-22 00:00:00"
" -73.93300199","40.68593159","Brooklyn","11221","264","STUYVESANT AVE","0","4934799","303","05/31/2022","36","12664707","16015603","Completed","2022-03-22 00:00:00"
" -73.93292766","40.68606410","Brooklyn","11221","262","STUYVESANT AVE","0","8983034","303","05/31/2022","36","12663761","16015605","Completed","2022-03-22 00:00:00"
" -73.94677203","40.68521682","Brooklyn","11216","293","MADISON STREET","0","8663379","303","05/31/2022","36","12663762","15192731","Completed","2022-03-22 00:00:00"
" -73.94466380","40.68545639","Brooklyn","11216","352","TOMPKINS AVE","0","8663751","303","05/31/2022","36","12663763","15192283","Completed","2022-03-22 00:00:00"
" -73.94598616","40.69129569","Brooklyn","11216","222","TOMPKINS AVENUE","0","8680055","303","05/31/2022","36","12664708","15246818","Completed","2022-03-22 00:00:00"
" -73.94581477","40.69131407","Brooklyn","11216","222","TOMPKINS AVENUE","0","8680056","303","05/31/2022","36","12663764","15246819","Completed","2022-03-22 00:00:00"
" -73.94896125","40.68710226","Brooklyn","11216","304","QUINCY STREET","0","309544","303","05/31/2022","36","12663765","15239913","Completed","2022-03-22 00:00:00"
" -73.94916591","40.68707520","Brooklyn","11216","300","QUINCY STREET","0","8679165","303","05/31/2022","36","12663766","15239912","Completed","2022-03-22 00:00:00"
" -73.94854818","40.80248257","Manhattan","10026","41","WEST 117 STREET","0","1575725","110","05/31/2022","9","1401960","18595740","Not Completed",""
" -73.94818194","40.80220595","Manhattan","10026","60","WEST 117 STREET","0","1575693","110","05/31/2022","9","1401928","18595738","Not Completed",""
" -73.91448348","40.77207481","Queens","11105","23-87","32 STREET","0","3158699","401","05/31/2022","22","2909471","10450087","Completed","2022-03-07 00:00:00"
" -74.00344573","40.74645262","Manhattan","10011","450","WEST  22 STREET","0","1598913","104","05/31/2022","3","1425148","18269716","Not Completed",""
" -73.99935300","40.74604815","Manhattan","10011","328","W 24 ST","0","9468585","104","05/31/2022","3","0","17253627","Not Completed",""
" -73.99924017","40.74601076","Manhattan","10011","326","W 24 ST","0","9468586","104","05/31/2022","3","0","17253632","Not Completed",""
" -73.99947261","40.74609683","Manhattan","10011","330","W 24 ST","0","9468587","104","05/31/2022","3","0","17253626","Not Completed",""
" -73.99978096","40.74623193","Manhattan","10011","332","W 24 ST","0","9468588","104","05/31/2022","3","0","17253628","Not Completed",""
" -73.99957124","40.74614771","Manhattan","10011","330","W 24 ST","0","9468589","104","05/31/2022","3","0","17253631","Not Completed",""
" -73.99967786","40.74619211","Manhattan","10011","332","W 24 ST","0","9468590","104","05/31/2022","3","0","17253629","Not Completed",""
" -73.97359566","40.79186807","Manhattan","10025","2472","BROADWAY","0","2308807","107","05/31/2022","6","0","18084927","Not Completed",""
" -73.90172240","40.76969039","Queens","11105","47-02","DITMARS BOULEVARD","0","265090","401","05/31/2022","22","0","18084497","Not Completed",""
" -73.81484933","40.67764199","Queens","11420","115-19","124 STREET","0","4146218","410","05/31/2022","28","0","17294406","Not Completed",""
" -73.81451345","40.67249619","Queens","11420","130-024","124 STREET","0","9319353","410","05/31/2022","28","0","16839533","Not Completed",""
" -73.81222318","40.67367646","Queens","11420","117-56","126 STREET","0","4942074","410","05/31/2022","28","0","17280062","Not Completed",""
" -73.81298884","40.67433214","Queens","11420","117-034","125 STREET","0","9506839","410","05/31/2022","28","0","17280063","Not Completed",""
" -73.81302663","40.67422987","Queens","11420","117-036","125 STREET","0","9506840","410","05/31/2022","28","0","17369979","Not Completed",""
" -73.81307793","40.67406853","Queens","11420","117-042","125 STREET","0","9506841","410","05/31/2022","28","0","17280064","Not Completed",""
" -73.94513177","40.80800547","Manhattan","10027","306","LENOX AV","0","2329845","110","05/31/2022","9","2133094","8935722","Not Completed",""
" -73.82678278","40.67002918","Queens","11420","135-055","114 STREET","0","9512096","410","05/31/2022","32","0","17381784","Not Completed",""
" -73.82681036","40.66995477","Queens","11420","135-055","114 STREET","0","9512097","410","05/31/2022","32","0","17381785","Not Completed",""
" -73.84115993","40.67209169","Queens","11417","94-20 ","PITKIN AVENUE","0","9512102","410","05/31/2022","32","0","17381789","Not Completed",""
" -73.90444489","40.90685253","Bronx","10471","5693","RIVERDALE AVENUE","0","723201","208","05/31/2022","11","0","17516519","Not Completed",""
" -73.84092947","40.67016616","Queens","11417","94-20","ALBERT ROAD","0","8980715","410","05/31/2022","32","0","16007465","Not Completed",""
" -73.84101317","40.67017785","Queens","11417","94-20","ALBERT ROAD","0","8980703","410","05/31/2022","32","0","16007464","Not Completed",""
" -73.84083519","40.67014660","Queens","11417","94-20","ALBERT ROAD","0","8980710","410","05/31/2022","32","0","16007458","Not Completed",""
" -73.84072415","40.67012794","Queens","11417","94-20","ALBERT ROAD","0","8980709","410","05/31/2022","32","0","16007446","Not Completed",""
" -73.84175155","40.67117755","Queens","11417","137-39","94 STREET","0","4938533","410","05/31/2022","32","0","16007453","Not Completed",""
" -73.84200306","40.67217248","Queens","11417","94-02","PITKIN AVENUE","0","8980704","410","05/31/2022","32","0","16007459","Not Completed",""
" -73.95229997","40.72063670","Brooklyn","11222","339","DRIGGS AVE","0","1606643","301","05/31/2022","33","12689190","16944194","Completed","2022-03-15 00:00:00"
" -73.95197147","40.69061070","Brooklyn","11205","88","KOSCIUSZKO STREET","0","9023001","303","05/31/2022","36","12736178","16115601","Completed","2022-03-31 00:00:00"
" -73.95204215","40.69060689","Brooklyn","11205","84","KOSCIUSZKO STREET","0","278031","303","05/31/2022","36","12736179","16115600","Completed","2022-03-31 00:00:00"
" -73.95219814","40.69057538","Brooklyn","11205","84","KOSCIUSZKO STREET","0","4040382","303","05/31/2022","36","12736180","16051685","Completed","2022-03-31 00:00:00"
" -73.95465051","40.69220068","Brooklyn","11205","197","SPENCER STREET","0","4047691","303","05/31/2022","33","12736181","16051699","Completed","2022-03-31 00:00:00"
" -73.95697674","40.69421987","Brooklyn","11205","139","SKILLMAN STREET","0","8937211","303","05/31/2022","33","12736182","15917497","Completed","2022-03-31 00:00:00"
" -73.95699155","40.69430744","Brooklyn","11205","139","SKILLMAN STREET","0","8937209","303","05/31/2022","33","12689191","15917495","Completed","2022-03-31 00:00:00"
" -73.95968218","40.68274552","Brooklyn","11238","50","PUTNAM AVE","0","8863857","302","05/31/2022","35","12736183","15735583","Completed","2022-03-31 00:00:00"
" -73.98078209","40.68300588","Brooklyn","11217","332","BERGEN STREET","0","8870446","302","05/31/2022","33","12736184","15751277","Completed","2022-03-31 00:00:00"
" -73.98064674","40.68295761","Brooklyn","11217","334","BERGEN STREET","0","8870445","302","05/31/2022","33","12689192","15751275","Completed","2022-03-31 00:00:00"
" -73.95953091","40.68298881","Brooklyn","11238","71 ","IRVING PLACE ","0","8863459","302","05/31/2022","35","12689193","15735588","Completed","2022-03-30 00:00:00"
" -73.97431185","40.68602278","Brooklyn","11217","109","SOUTH PORTLAND AVENUE","0","2658049","302","05/31/2022","35","12736185","12968454","Completed","2022-03-30 00:00:00"
" -73.96498700","40.68362717","Brooklyn","11238","514","WASHINGTON AVENUE","0","8869548","302","05/31/2022","35","12736186","15747016","Completed","2022-03-30 00:00:00"
" -73.95980115","40.68266026","Brooklyn","11238","46","PUTMAN AVE ","0","8862578","302","05/31/2022","35","12689195","15735555","Completed","2022-03-30 00:00:00"
" -73.95875366","40.68608630","Brooklyn","11238","61","QUINCY STREET","0","8680047","303","05/31/2022","35","12689196","15241280","Completed","2022-03-30 00:00:00"
" -73.96096145","40.68371190","Brooklyn","11238","70","DOWNING STREET","0","8863863","302","05/31/2022","35","12736187","15735593","Completed","2022-03-30 00:00:00"
" -73.95668213","40.69068849","Brooklyn","11205","500","DEKALB AVENUE","0","4363561","303","05/31/2022","36","12689197","14375483","Completed","2022-03-30 00:00:00"
" -73.95624075","40.69050304","Brooklyn","11205","247","SKILLMAN STREET","0","8313180","303","05/31/2022","36","12689198","14129455","Completed","2022-03-30 00:00:00"
" -73.96009847","40.69356862","Brooklyn","11205","163","TAAFFE PLACE","0","4926574","303","05/31/2022","33","12736188","5268653","Completed","2022-03-30 00:00:00"
" -73.95790564","40.69424526","Brooklyn","11205","652","MYRTLE AVENUE","0","8937253","303","05/31/2022","33","12736189","15918013","Completed","2022-03-30 00:00:00"
" -73.95574752","40.69716029","Brooklyn","11205","56","SPENCER STREET","0","8937222","303","05/31/2022","33","12689199","15918008","Completed","2022-03-30 00:00:00"
" -73.81632642","40.67286181","Queens","11420","130-22","122 PLACE","0","9009134","410","05/31/2022","32","0","16081981","Not Completed",""
" -73.81760391","40.66833782","Queens","11420","135-53","122 PLACE","0","9078074","410","05/31/2022","32","0","16239681","Not Completed",""
" -73.77468238","40.59550790","Queens","11691","355","BEACH  CHANNEL DRIVE","0","2736699","414","05/31/2022","31","2509427","17009623","Not Completed",""
" -73.81609487","40.58725274","Queens","11693","301","BEACH 92 STREET","0","422075","414","05/31/2022","32","0","785408","Completed","2022-05-10 00:00:00"
" -73.94730577","40.82673915","Manhattan","10031","1750","AMSTERDAM AVE","0","710970","109","05/31/2022","7","577171","17441422","Not Completed",""
" -73.95217037","40.70958306","Brooklyn","11211","384","S 2 ST","0","8842663","301","05/31/2022","34","12762935","15684039","Completed","2022-04-08 00:00:00"
" -73.95410133","40.71039998","Brooklyn","11211","335","SOUTH 2ND STREET","0","2632210","301","05/31/2022","34","12762936","15698544","Completed","2022-04-08 00:00:00"
" -73.95416287","40.71119627","Brooklyn","11211","333","SOUTH 1 STREET","0","8848201","301","05/31/2022","34","12689336","15693763","Completed","2022-04-08 00:00:00"
" -73.95260006","40.71275048","Brooklyn","11211","459","KEAP STREET","0","8851247","301","05/31/2022","34","12689337","15698968","Completed","2022-04-08 00:00:00"
" -73.95204017","40.71254045","Brooklyn","11211","66","AINSLIE ST","0","8842203","301","05/31/2022","34","12689338","15683792","Completed","2022-04-08 00:00:00"
" -73.95220216","40.71260842","Brooklyn","11211","66","AINSLIE ST","0","8842204","301","05/31/2022","34","12762937","15683812","Completed","2022-04-08 00:00:00"
" -73.95240333","40.71511782","Brooklyn","11211","179","MEEKER AVENUE","0","8857528","301","05/31/2022","33","12689339","15716382","Completed","2022-04-08 00:00:00"
" -73.95615104","40.71523488","Brooklyn","11211","117","ROEBLING STREET","0","8857534","301","05/31/2022","33","12762938","15717785","Completed","2022-04-08 00:00:00"
" -73.95593295","40.71742638","Brooklyn","11211","202","NORTH 8 STREET","0","8857527","301","05/31/2022","33","12689340","15716380","Completed","2022-04-08 00:00:00"
" -73.95540663","40.71724088","Brooklyn","11211","212","NORTH 8 STREET","0","8857159","301","05/31/2022","33","12762939","15716930","Completed","2022-04-08 00:00:00"
" -73.95741511","40.71664419","Brooklyn","11211","192","NORTH 6 STREET","0","8857533","301","05/31/2022","33","12689341","15716942","Completed","2022-04-08 00:00:00"
" -73.95638589","40.71092671","Brooklyn","11211","286","SOUTH 2ND STREET","0","8851250","301","05/31/2022","34","12689342","15698979","Completed","2022-04-08 00:00:00"
" -73.95348266","40.71072478","Brooklyn","11211","176","BORINQUEN PLACE","0","5802088","301","05/31/2022","34","12689343","15693760","Completed","2022-04-08 00:00:00"
" -73.95340595","40.71073309","Brooklyn","11211","176","BORINQUEN PLACE","0","5802089","301","05/31/2022","34","12689344","15694166","Completed","2022-04-08 00:00:00"
" -73.95156130","40.71012641","Brooklyn","11211","388","S 1 ST","0","8843829","301","05/31/2022","34","12762940","15687141","Completed","2022-04-08 00:00:00"
" -73.95108020","40.70930992","Brooklyn","11211","299","UNION AVE","0","8842283","301","05/31/2022","34","12689345","15684225","Completed","2022-04-08 00:00:00"
" -73.95096062","40.70939811","Brooklyn","11211","299","UNION AVENUE","0","8850383","301","05/31/2022","34","12762941","15698541","Completed","2022-04-08 00:00:00"
" -73.97984302","40.60940780","Brooklyn","11204","1549","WEST 6 STREET","0","2633406","311","05/31/2022","44","2407170","15160640","Not Completed",""
" -73.97896452","40.61430649","Brooklyn","11204","2247","63 STREET","0","9462676","311","05/31/2022","44","0","17233097","Not Completed",""
" -73.97894166","40.61416871","Brooklyn","11204","2250","63 STREET","0","2640402","311","05/31/2022","44","2414166","17233076","Not Completed",""
" -73.98854581","40.77238272","Manhattan","10023","226","WEST  61 STREET","0","2326067","107","05/31/2022","6","2129316","12967077","Not Completed",""
" -73.97448775","40.64454452","Brooklyn","11218","212","OCEAN PARKWAY","0","1217730","312","05/31/2022","39","12788122","14239152","Completed","2022-04-20 00:00:00"
" -73.97447555","40.64410873","Brooklyn","11218","230","OCEAN PARKWAY","0","1217711","312","05/31/2022","39","12788123","14195746","Completed","2022-04-20 00:00:00"
" -73.97406241","40.64241549","Brooklyn","11218","280","OCEAN PARKWAY","0","1218871","312","05/31/2022","39","12788125","14247745","Completed","2022-04-20 00:00:00"
" -73.97396438","40.64190157","Brooklyn","11218","300","OCEAN PARKWAY","0","1218870","312","05/31/2022","39","12788128","14247755","Completed","2022-04-20 00:00:00"
" -73.97393288","40.64173642","Brooklyn","11218","","Ocean Parkway Malls","0","1218869","312","05/31/2022","39","12788132","14239154","Completed","2022-04-20 00:00:00"
